slug,section,label,value
eha-lakeview-eldercare-mansion-permas-branch-1-nursing-home,clinical,Physiotherapy,yes
eha-lakeview-eldercare-mansion-permas-branch-1-nursing-home,clinical,Traditional Chinese Medicine,yes
eha-lakeview-eldercare-mansion-permas-branch-1-nursing-home,clinical,Dementia care,yes
eha-lakeview-eldercare-mansion-permas-branch-1-nursing-home,staffing,24/7 caregiver cover,Yes
eha-lakeview-eldercare-mansion-permas-branch-1-nursing-home,outdoor,Setting,Lakeside with abundant greenery
eha-lakeview-eldercare-mansion-permas-branch-1-nursing-home,checklist,Request JKM licence certificate number,
eha-lakeview-eldercare-mansion-permas-branch-1-nursing-home,checklist,Confirm RN overnight vs caregiver only,
eha-lakeview-eldercare-mansion-permas-branch-1-nursing-home,nearby,Permas Jaya commercial hub,~2 km
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,policies,Operating hours,Mon–Sun 9:00am – 6:00pm (24-hr residential)
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,policies,Concept,Malaysia's first theme-styled therapeutic villa (self-claimed)
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,policies,Group affiliation,EHA Eldercare Group Sdn Bhd (1478860-U)
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,rooms,Assisted Living (from RM/mo),"From 3,200"
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,rooms,Respite / Short-term (from RM/day),120
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,rooms,Day Care (from RM/mo),"1,500"
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,included,Meals,yes
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,included,Wi-Fi,yes
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,included,ADL assistance,yes
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,clinical,Special nursing procedures,yes
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,clinical,Physiotherapy (in-house),yes (claimed at launch)
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,clinical,Dementia care,yes
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,clinical,Fully automatic medical beds,yes
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,staffing,24/7 caregiver cover,Yes
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,checklist,Request JKM licence certificate number,
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,checklist,Verify current doctor/nurse/physio roster vs launch claims,
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,nearby,Kempas town centre,~2 km
eha-elder-care-home-kluang-licensed-and-certified-by-govern,policies,Operating hours,Mon–Sun 9:00am – 6:00pm (24-hr residential)
eha-elder-care-home-kluang-licensed-and-certified-by-govern,policies,Group affiliation,EHA Eldercare Group Sdn Bhd (1478860-U)
eha-elder-care-home-kluang-licensed-and-certified-by-govern,policies,JKM licence,Claimed on Google listing — verify licence number on-site
eha-elder-care-home-kluang-licensed-and-certified-by-govern,rooms,Assisted Living (from RM/mo),"2,300"
eha-elder-care-home-kluang-licensed-and-certified-by-govern,rooms,Respite / Short-term (from RM/day),80
eha-elder-care-home-kluang-licensed-and-certified-by-govern,rooms,Day Care (from RM/mo),"1,300"
eha-elder-care-home-kluang-licensed-and-certified-by-govern,included,Meals (chef-prepared),yes
eha-elder-care-home-kluang-licensed-and-certified-by-govern,included,Wi-Fi,yes
eha-elder-care-home-kluang-licensed-and-certified-by-govern,included,ADL assistance,yes
eha-elder-care-home-kluang-licensed-and-certified-by-govern,clinical,Special nursing procedures,yes
eha-elder-care-home-kluang-licensed-and-certified-by-govern,clinical,Physiotherapy,yes
eha-elder-care-home-kluang-licensed-and-certified-by-govern,clinical,Dementia care,yes
eha-elder-care-home-kluang-licensed-and-certified-by-govern,staffing,Owner-operated feel,Yes — management praised by name in reviews
eha-elder-care-home-kluang-licensed-and-certified-by-govern,checklist,Request specific JKM licence number,
eha-elder-care-home-kluang-licensed-and-certified-by-govern,checklist,Confirm nearest hospital with emergency capability,Kluang Hospital ~3 km
eha-elder-care-home-kluang-licensed-and-certified-by-govern,nearby,Kluang Hospital (government),~3 km estimated
eha-elder-care-home-kluang-licensed-and-certified-by-govern,nearby,Johor Bahru (nearest major hospital hub),~100 km
econ-medicare-centre-nursing-home-taman-perling-branch,policies,Visiting hours,10am – 7pm daily
econ-medicare-centre-nursing-home-taman-perling-branch,policies,Visitors per visit,Maximum 2
econ-medicare-centre-nursing-home-taman-perling-branch,policies,Operating hours,24 hours / 7 days a week
econ-medicare-centre-nursing-home-taman-perling-branch,policies,Email,tp@econhealthcare.com
econ-medicare-centre-nursing-home-taman-perling-branch,policies,Phone (main),07-234 4680
econ-medicare-centre-nursing-home-taman-perling-branch,rooms,Total beds,199
econ-medicare-centre-nursing-home-taman-perling-branch,rooms,Building,"4 storeys + basement carpark; 57,000 sq ft purpose-built"
econ-medicare-centre-nursing-home-taman-perling-branch,rooms,Monthly fee range (group-wide MY),"RM 1,950 – RM 6,600"
econ-medicare-centre-nursing-home-taman-perling-branch,included,24-hour nursing care,yes
econ-medicare-centre-nursing-home-taman-perling-branch,included,Physiotherapy,yes
econ-medicare-centre-nursing-home-taman-perling-branch,included,Wound dressing,yes
econ-medicare-centre-nursing-home-taman-perling-branch,included,Rehabilitation programme,yes
econ-medicare-centre-nursing-home-taman-perling-branch,included,Social activities programme,yes
econ-medicare-centre-nursing-home-taman-perling-branch,clinical,Dementia care,yes
econ-medicare-centre-nursing-home-taman-perling-branch,clinical,Parkinson's care,yes
econ-medicare-centre-nursing-home-taman-perling-branch,clinical,Stroke rehabilitation,yes
econ-medicare-centre-nursing-home-taman-perling-branch,clinical,Palliative care,yes
econ-medicare-centre-nursing-home-taman-perling-branch,clinical,Cancer care,yes
econ-medicare-centre-nursing-home-taman-perling-branch,clinical,Occupational therapy,yes
econ-medicare-centre-nursing-home-taman-perling-branch,clinical,Traditional Chinese Medicine / acupuncture,yes
econ-medicare-centre-nursing-home-taman-perling-branch,staffing,Registered Nurses,Yes — confirmed
econ-medicare-centre-nursing-home-taman-perling-branch,staffing,Physiotherapist,Yes — on-site
econ-medicare-centre-nursing-home-taman-perling-branch,staffing,Occupational therapist,Yes — confirmed
econ-medicare-centre-nursing-home-taman-perling-branch,services,Ambulance service,yes (in-house)
econ-medicare-centre-nursing-home-taman-perling-branch,services,Home care coordination,yes
econ-medicare-centre-nursing-home-taman-perling-branch,services,Short-term / respite admission,yes
econ-medicare-centre-nursing-home-taman-perling-branch,nearby,Singapore Woodlands Checkpoint,~45 min drive
econ-medicare-centre-nursing-home-taman-perling-branch,nearby,Johor Bahru city centre,~10–15 min drive
econ-medicare-centre-nursing-home-taman-perling-branch,checklist,Ask for current room-type pricing breakdown,
econ-medicare-centre-nursing-home-taman-perling-branch,checklist,Confirm JKM Private Aged Healthcare Facility licence number,
econ-medicare-centre-nursing-home-taman-perling-branch,checklist,Confirm halal meal availability if required,
econ-medicare-centre-nursing-home-taman-perling-branch,checklist,Note: ownership changed to TPG (US private equity) mid-2025,
pusat-jagaan-warga-emas-nur-ehsan,policies,Address,"Lot 3353, MLD 1034, No. 3, Jalan Denai 1, Kempas Baru, 81200 Johor Bahru"
pusat-jagaan-warga-emas-nur-ehsan,policies,Visiting hours,10am – 6pm daily
pusat-jagaan-warga-emas-nur-ehsan,policies,Operator,Persatuan Kebajikan Nur Ehsan Negeri Johor (PKNENJ)
pusat-jagaan-warga-emas-nur-ehsan,policies,Operating since,November 2008 (incorporated June 2009)
pusat-jagaan-warga-emas-nur-ehsan,policies,Admission eligibility,Elderly Muslims without heirs; destitute; converts (muallaf); disabled
pusat-jagaan-warga-emas-nur-ehsan,policies,Referral sources,JKM officers; hospital social work; MAIJ; JAIJ
pusat-jagaan-warga-emas-nur-ehsan,policies,Capacity (Kempas Baru),56 beds
pusat-jagaan-warga-emas-nur-ehsan,policies,Number of branches,"4 (JB, Ledang, Bukit Indah, Simpang Renggam)"
pusat-jagaan-warga-emas-nur-ehsan,policies,Fee model,Donation-based; families with means asked to contribute modestly
pusat-jagaan-warga-emas-nur-ehsan,policies,Manager contact,Encik Saiful — 013-794 0350
pusat-jagaan-warga-emas-nur-ehsan,clinical,Physiotherapy,yes
pusat-jagaan-warga-emas-nur-ehsan,clinical,Regular medical examinations,yes
pusat-jagaan-warga-emas-nur-ehsan,clinical,24-hour CCTV security,yes
pusat-jagaan-warga-emas-nur-ehsan,checklist,Confirm current gender policy (male-only or mixed),
pusat-jagaan-warga-emas-nur-ehsan,checklist,Request JKM licence number before referral,
pusat-jagaan-warga-emas-nur-ehsan,checklist,Clarify monthly contribution expected for family-placed residents,
pusat-jagaan-warga-emas-nur-ehsan,nearby,Hospital Permai Johor Bahru,~10 km (referring hospital for mental health cases)
fu-ka-care-center,policies,Address,"PTD 14521, Jalan Persiaran Kempas Baru, Kempas Baru, 81200 Johor Bahru"
fu-ka-care-center,policies,Email,fukanursinghome14521@gmail.com
fu-ka-care-center,policies,Established,2023 (incorporated May 2023)
fu-ka-care-center,clinical,24/7 nursing care,yes
fu-ka-care-center,clinical,Dementia care,yes
fu-ka-care-center,clinical,Physiotherapy,yes
fu-ka-care-center,clinical,Specialist care,yes
fu-ka-care-center,nearby,Kempas Medical Centre,~1–2 km
fu-ka-care-center,checklist,Confirm JKM licence number,
fu-ka-care-center,checklist,Verify halal food certification,
fu-ka-care-center,checklist,Ask for monthly pricing by room type,
fu-ka-care-center,checklist,Confirm RN staffing ratio day/night,
pusat-jagaan-impian-syimah-jalan-kemuncak,policies,Address,"No 3, Lorong 3, Jalan Kemuncak 3, Kampung Nong Chik, 80000 Johor Bahru"
pusat-jagaan-impian-syimah-jalan-kemuncak,policies,Management,Run by Rosmi and Hasyimah (husband and wife; ~10 years)
pusat-jagaan-impian-syimah-jalan-kemuncak,policies,SSM Registration,JM0635898-M
pusat-jagaan-impian-syimah-jalan-kemuncak,policies,Resident capacity,~61 elderly residents (Sunway 2026 figure)
pusat-jagaan-impian-syimah-jalan-kemuncak,clinical,Bedridden care,Yes — 23 bedridden residents noted across operator
pusat-jagaan-impian-syimah-jalan-kemuncak,checklist,Ask to see JKM licence — confirm current and displayed on-site,
pusat-jagaan-impian-syimah-jalan-kemuncak,checklist,"Ask about bedridden care protocol — turning schedule, wound care",
pusat-jagaan-impian-syimah-jalan-kemuncak,checklist,Note 3.5-star rating — only 11 reviews; ask other families,
lotus-ville-care-centre,policies,AGECOPE member,Yes
lotus-ville-care-centre,policies,Act 586 licensed,Yes (Johor)
lotus-ville-care-centre,policies,Operating hours,9:00am – 5:00pm daily (closed Sunday)
lotus-ville-care-centre,clinical,Dementia care,yes
lotus-ville-care-centre,clinical,Palliative care,yes
lotus-ville-care-centre,clinical,Assisted living,yes
lotus-ville-care-centre,clinical,Physiotherapy,yes
lotus-ville-care-centre,checklist,Confirm address (two locations listed in aggregators),
lotus-ville-care-centre,checklist,Request JKM licence number,
lotus-ville-care-centre,checklist,Request monthly pricing for shared and private rooms,
golden-age-care-centre,policies,Address,"28-10 Jalan Ria 2, Taman Ria, 84000 Muar, Johor"
golden-age-care-centre,policies,Visiting hours,9:00am – 6:00pm daily (Mon–Sun)
golden-age-care-centre,policies,Phone (branch),06-952 7711
golden-age-care-centre,policies,JKM Rating,4-Star (Jabatan Kebajikan Masyarakat)
golden-age-care-centre,policies,Operator,Golden Age Care Centre Sdn. Bhd. (Co. 1122813-K)
golden-age-care-centre,policies,Other branches,Batu Pahat | Tangkak | Melaka
golden-age-care-centre,clinical,Memory Care,yes
golden-age-care-centre,clinical,Physiotherapy,yes
golden-age-care-centre,clinical,Occupational therapy,yes
golden-age-care-centre,clinical,Speech therapy,yes
golden-age-care-centre,clinical,CCTV monitoring,24/7
golden-age-care-centre,nearby,Hospital Pakar Sultanah Fatimah Muar,~1–2 km (same road — Jalan Salleh)
golden-age-care-centre,checklist,Confirm which branch — Muar vs Batu Pahat (1.3 star poor reviews),
golden-age-care-centre,checklist,Ask about halal meal provision,
golden-age-care-centre,checklist,Confirm 24/7 nursing coverage,
master-nursing-care-centre-daya,policies,Operating hours,Monday–Sunday 9am–7pm
master-nursing-care-centre-daya,policies,Email,mastercarecentre@gmail.com
master-nursing-care-centre-daya,policies,Branch type,One of three MCC branches in JB
master-nursing-care-centre-daya,services,Post-surgery care,yes
master-nursing-care-centre-daya,services,Stroke rehabilitation,yes
master-nursing-care-centre-daya,services,Dementia / memory care,yes
master-nursing-care-centre-daya,services,Palliative & comfort care,yes
master-nursing-care-centre-daya,checklist,Confirm which branch (3 branches exist),
master-nursing-care-centre-daya,checklist,Ask for JKM licence number,
master-nursing-care-centre-daya,nearby,Klinik Komuniti Taman Daya,Adjacent (Jalan Nipah 13)
sunrise-care-centre-sdn-bhd,policies,Operator group,Rebina Sunrise Elderly Care (family-owned since 2003)
sunrise-care-centre-sdn-bhd,policies,Sister facility,Rebina House Care Centre — 15 & 17 Jalan Keranji (same road)
sunrise-care-centre-sdn-bhd,policies,Email,care@rebinasunrise.com
sunrise-care-centre-sdn-bhd,clinical,CAPD (peritoneal dialysis),yes
sunrise-care-centre-sdn-bhd,clinical,Ryle's tube feeding & replacement,yes
sunrise-care-centre-sdn-bhd,clinical,Phlegm suction,yes
sunrise-care-centre-sdn-bhd,clinical,Nebuliser therapy,yes
sunrise-care-centre-sdn-bhd,clinical,Balloon catheter management,yes
sunrise-care-centre-sdn-bhd,clinical,Post-operative wound dressing,yes
sunrise-care-centre-sdn-bhd,clinical,Oxygen supply,yes
sunrise-care-centre-sdn-bhd,clinical,Acupuncture,yes
sunrise-care-centre-sdn-bhd,clinical,Physiotherapy,yes
sunrise-care-centre-sdn-bhd,clinical,Palliative / hospice care,yes
sunrise-care-centre-sdn-bhd,checklist,Ask for pricing — not published online,
sunrise-care-centre-sdn-bhd,checklist,Confirm JKM facility licence number,
sunrise-care-centre-sdn-bhd,nearby,Rebina House Care Centre,"~50 m (same operator, same road)"
lee-nursing,policies,Visiting hours,9am–12pm and 4pm–7pm daily
lee-nursing,policies,Short-term stays,Yes
lee-nursing,included,3 meals per day + tea break,yes
lee-nursing,included,Diaper changes,yes
lee-nursing,included,Laundry,yes
lee-nursing,included,Transport to clinic/hospital,yes
lee-nursing,clinical,Ryle's tube / nasogastric feeding,yes
lee-nursing,clinical,Tracheal suctioning,yes
lee-nursing,clinical,Catheter management,yes
lee-nursing,clinical,Wound care,yes
lee-nursing,staffing,Registered nurse (24-hour),yes
lee-nursing,staffing,Key contact (admin),Richard How — +60 12-777 6673
lee-nursing,staffing,Key contact (nursing),Mdm Lee — +60 19-779 6688
lee-nursing,checklist,Verify current address — multiple addresses in directories,Call before visiting
lee-nursing,checklist,Ask for JKM licence number,
lee-nursing,checklist,Google rating 3★ from 2 reviews — ask for family references,
lee-nursing,nearby,Hibiscus Serenity Care Centre (same operator),"Larkin, JB"
ax-nursing-home-plt,policies,Pricing information,Contact facility directly — not published online
ax-nursing-home-plt,policies,Ownership structure,Private (PLT — Perkongsian Liabiliti Terhad)
ax-nursing-home-plt,checklist,Verify JKM nursing home licence number,
ax-nursing-home-plt,checklist,Confirm bed count and room types available,
ax-nursing-home-plt,checklist,Ask for full monthly fee breakdown,
elim-nursing-home-batu-pahat,policies,Chinese name,冠冕疗养院 (Crown Nursing Home)
elim-nursing-home-batu-pahat,policies,Religious character,Likely Christian faith-based — verify with facility
elim-nursing-home-batu-pahat,checklist,Confirm JKM or MOH licence number,
elim-nursing-home-batu-pahat,checklist,Verify church or NGO affiliation,
elim-nursing-home-batu-pahat,checklist,Ask whether halal meals available for non-Christian residents,
elim-nursing-home-batu-pahat,nearby,KPJ Batu Pahat Specialist Hospital,In Batu Pahat town
healthlife-old-folks-home,policies,Address,"No. 85-4, Jalan Haji Basir, Jalan Kluang, Taman Limpoon, 83000 Batu Pahat"
healthlife-old-folks-home,policies,Chinese name,爱心疗养中心 (Ai Xin Liao Yang Zhong Xin — Love Heart Care Centre)
healthlife-old-folks-home,policies,Languages,Mandarin / Chinese dialects (inferred)
healthlife-old-folks-home,checklist,Confirm current bed availability by phone,
healthlife-old-folks-home,checklist,Request JKM registration / licence number,
pusat-jagaan-wargatua-parit-bilal,policies,Address,"POS 8A, Jalan Batu 3, Parit Bilal, 83000 Batu Pahat, Johor"
pusat-jagaan-wargatua-parit-bilal,policies,Location notes,Rural township ~15 km north of Batu Pahat town
pusat-jagaan-wargatua-parit-bilal,checklist,Confirm ownership type (welfare society vs private business),
pusat-jagaan-wargatua-parit-bilal,checklist,Verify JKM licence / registration status,
pusat-jagaan-wargatua-parit-bilal,checklist,Confirm halal food and solat facilities available,
pusat-jagaan-impian-syimah-jalan-kemaman,policies,Address,"Lot 1818, No. 7, Jalan Kemaman, Kampung Tarom, 80100 Johor Bahru"
pusat-jagaan-impian-syimah-jalan-kemaman,policies,Email,pusatjagaanimpiansyimah12@gmail.com
pusat-jagaan-impian-syimah-jalan-kemaman,policies,SSM Registration,JM0635898-M
pusat-jagaan-impian-syimah-jalan-kemaman,policies,Sister branch,Jalan Kemuncak branch at 40N Jalan Kemuncak 1 Taman Nong Chik
pusat-jagaan-impian-syimah-jalan-kemaman,checklist,Confirm capacity at this branch specifically (not Kemuncak),
pusat-jagaan-impian-syimah-jalan-kemaman,checklist,Verify JKM licence number for this branch,
pusat-perjagaan-orang-tua-ren-ai,policies,Area,Senai / Kulai District — near Senai International Airport
pusat-perjagaan-orang-tua-ren-ai,policies,Online presence,Facebook only (RenAiSenai); not listed in major directories
pusat-perjagaan-orang-tua-ren-ai,checklist,Verify JKM registration,Check jkm.gov.my for Kulai District listing
pusat-perjagaan-orang-tua-ren-ai,checklist,Confirm address before visiting — exact street not confirmed online,
pusat-perjagaan-orang-tua-ren-ai,checklist,Ask about care model (nursing vs residential),
pusat-jagaan-orang-tua-yeo-jb,policies,Operator,Family-operated; proprietor surname Yeo
pusat-jagaan-orang-tua-yeo-jb,checklist,Verify current address — two addresses in public data,
pusat-jagaan-orang-tua-yeo-jb,checklist,Address (Waze) — Taman Bukit Kempas 81200 JB (likely current),
pusat-jagaan-orang-tua-yeo-jb,checklist,Verify JKM registration,
hang-nursing-home-gelang-patah-branch,policies,Location area,Gelang Patah — western JB near Second Link
hang-nursing-home-gelang-patah-branch,policies,Operator,"Likely family-operated; ""Hang"" probable family surname"
hang-nursing-home-gelang-patah-branch,checklist,Confirm exact address — no street address found online,
hang-nursing-home-gelang-patah-branch,checklist,Verify JKM registration,
hang-nursing-home-gelang-patah-branch,checklist,Ask about other branches — JKM data suggests multiple locations,
yang-xin-nursing-home,policies,Chinese name,养心托管安老院 (Yǎng Xīn Tuōguǎn Ān Lǎo Yuàn)
yang-xin-nursing-home,policies,Care model note,"""托管"" (tuoguan) = full-custody residential care (not day care)"
yang-xin-nursing-home,policies,Online presence,"Facebook only (newer facility, high-ID profile)"
yang-xin-nursing-home,checklist,Confirm address before visiting — no street address found online,
yang-xin-nursing-home,checklist,Verify JKM registration,
yang-xin-nursing-home,checklist,Language of care — likely Mandarin/Cantonese (unverified),
pusat-jagaan-kebajikan-manna-sinar-cahaya,policies,Care model,Welfare home (kebajikan) — not a private nursing home
pusat-jagaan-kebajikan-manna-sinar-cahaya,policies,Religious orientation,Christian (based on name etymology — unconfirmed)
pusat-jagaan-kebajikan-manna-sinar-cahaya,policies,Admission route,Direct application or JKM social worker referral
pusat-jagaan-kebajikan-manna-sinar-cahaya,policies,Target residents,Low-income elderly; JKM-referred cases
pusat-jagaan-kebajikan-manna-sinar-cahaya,checklist,Verify JKM berdaftar certificate before admission,
pusat-jagaan-kebajikan-manna-sinar-cahaya,checklist,Ask for monthly fee and subsidy eligibility,
pusat-jagaan-kebajikan-manna-sinar-cahaya,checklist,Visit in person — check hygiene and staffing,
pusat-jagaan-kebajikan-manna-sinar-cahaya,checklist,Confirm emergency medical protocol,
alda-homes-eldercare,policies,Established,2016
alda-homes-eldercare,policies,Operating model,Residential home (converted house — home-like environment)
alda-homes-eldercare,policies,AGECOPE member,Not listed
alda-homes-eldercare,policies,JKM licence,Not publicly confirmed — verify on-site
alda-homes-eldercare,activities,Group exercise,Yes — evidenced on Instagram reels
alda-homes-eldercare,activities,Social events,Yes — evidenced on Instagram reels
alda-homes-eldercare,checklist,Verify JKM licence on-site,
alda-homes-eldercare,checklist,Confirm RN staffing day + night,
alda-homes-eldercare,checklist,Clarify which Facebook page is the active contact channel,
agape-care-centre,policies,Visiting hours,Unknown — contact facility
agape-care-centre,policies,Religious programming,Possibly Christian — unconfirmed
agape-care-centre,checklist,Verify JKM licence number with facility,
agape-care-centre,checklist,Confirm whether religious programming is optional or compulsory,
agape-care-centre,checklist,Ask for nurse-to-resident ratio and overnight staffing model,
agape-care-centre,nearby,Kempas Medical Centre,~1.5 km
agape-care-centre,nearby,Woon Ho Family Care Centre (Jalan Lurah 23),~0.5 km
blissful-senior-care-centre-licensed-and-certified-by-gover,policies,JKM registration,Act 506 — confirmed via Google listing; licence number unverified
blissful-senior-care-centre-licensed-and-certified-by-gover,policies,Distance from JB,~106 km / ~1h 20m drive
blissful-senior-care-centre-licensed-and-certified-by-gover,nearby,Hospital Enche' Besar Hajjah Khalsom,~5 km (public district hospital)
blissful-senior-care-centre-licensed-and-certified-by-gover,nearby,KPJ Kluang Specialist Hospital,"~5 km (private, JCI-accredited)"
blissful-senior-care-centre-licensed-and-certified-by-gover,checklist,Confirm JKM licence number,
blissful-senior-care-centre-licensed-and-certified-by-gover,checklist,Ask for pricing breakdown,
blissful-senior-care-centre-licensed-and-certified-by-gover,checklist,Confirm nursing staff level — RN vs attendant,
eha-golfview-eldercare-mansion-johor-jaya-1-nursing-home-joh,policies,Alternative phone,019-772 3697
eha-golfview-eldercare-mansion-johor-jaya-1-nursing-home-joh,policies,Email,ask.ehagroup@gmail.com
eha-golfview-eldercare-mansion-johor-jaya-1-nursing-home-joh,rooms,Pricing source,ehaeldercare.com.my/our-packages/ — starting rates; final fee depends on care needs
eha-lakeview-eldercare-mansion-permas-branch-1-nursing-home,rooms,Pricing source,ehaeldercare.com.my/our-packages/ — starting rates; final fee depends on care needs
eha-parkview-eldercare-perling-1-nursing-home-johor-bahru,rooms,Assisted Living (from RM/mo),"3,200"
eha-parkview-eldercare-perling-1-nursing-home-johor-bahru,rooms,Respite / Short-term (from RM/day),120
eha-parkview-eldercare-perling-1-nursing-home-johor-bahru,rooms,Day Care (from RM/mo),"1,500"
eha-parkview-eldercare-perling-1-nursing-home-johor-bahru,rooms,Pricing source,ehaeldercare.com.my/our-packages/ — starting rates; final fee depends on care needs
eha-parkview-eldercare-perling,rooms,Pricing source,ehaeldercare.com.my/our-packages/ — starting rates; final fee depends on care needs
eha-sunview-eldercare-kempas-1-nursing-home-johor-bahru,rooms,Pricing source,ehaeldercare.com.my/our-packages/ — starting rates; final fee depends on care needs
eha-elder-care-home-kluang-licensed-and-certified-by-govern,rooms,Pricing source,ehaeldercare.com.my/our-packages/ — starting rates; final fee depends on care needs
eha-grandview-titiwangsa-kl-elderly-care-post-surgery-recovery-stroke-rehabilita,rooms,Assisted Living (from RM/mo),"3,200"
eha-grandview-titiwangsa-kl-elderly-care-post-surgery-recovery-stroke-rehabilita,rooms,Respite / Short-term (from RM/day),120
eha-grandview-titiwangsa-kl-elderly-care-post-surgery-recovery-stroke-rehabilita,rooms,Day Care (from RM/mo),"1,500"
eha-grandview-titiwangsa-kl-elderly-care-post-surgery-recovery-stroke-rehabilita,rooms,Pricing source,ehaeldercare.com.my/our-packages/ — starting rates; final fee depends on care needs
eha-grandview-eldercare-甲洞温馨疗养别墅-1-nursing-home-kl-kepong-desa-parkcity-jalan-ip,rooms,Assisted Living (from RM/mo),"3,200"
eha-grandview-eldercare-甲洞温馨疗养别墅-1-nursing-home-kl-kepong-desa-parkcity-jalan-ip,rooms,Respite / Short-term (from RM/day),120
eha-grandview-eldercare-甲洞温馨疗养别墅-1-nursing-home-kl-kepong-desa-parkcity-jalan-ip,rooms,Day Care (from RM/mo),"1,500"
eha-grandview-eldercare-甲洞温馨疗养别墅-1-nursing-home-kl-kepong-desa-parkcity-jalan-ip,rooms,Pricing source,ehaeldercare.com.my/our-packages/ — starting rates; final fee depends on care needs
eha-bayview-eldercare-cheras-sungai-long-kajang-温馨疗养别墅-1-nursing-home-kl,rooms,Assisted Living (from RM/mo),"3,200"
eha-bayview-eldercare-cheras-sungai-long-kajang-温馨疗养别墅-1-nursing-home-kl,rooms,Respite / Short-term (from RM/day),120
eha-bayview-eldercare-cheras-sungai-long-kajang-温馨疗养别墅-1-nursing-home-kl,rooms,Day Care (from RM/mo),"1,500"
eha-bayview-eldercare-cheras-sungai-long-kajang-温馨疗养别墅-1-nursing-home-kl,rooms,Pricing source,ehaeldercare.com.my/our-packages/ — starting rates; final fee depends on care needs
eha-parkview-eldercare-perling,policies,Removed reason,Duplicate sheet entry for the same facility. Canonical row: eha-parkview-eldercare-perling-1-nursing-home-johor-bahru. Hidden from site via status=removed on 2026-05-03. All Detail rows preserved in sheet for audit.
genesis-life-care-centre-puchong,rooms,Operator-stated capacity,120+ beds
genesis-life-care-centre-puchong,rooms,Pricing source,Not published on operator site (genesiscare.com.my) — request a written quote during your visit
genesis-life-care-centre-puchong,services,Nursing Home Care,yes
genesis-life-care-centre-puchong,services,Dementia & Memory Care,"Psychologist-led, cognitive stimulation activities"
genesis-life-care-centre-puchong,services,Stroke Rehabilitation,Physiotherapy + occupational therapy
genesis-life-care-centre-puchong,services,Palliative Care,yes
genesis-life-care-centre-puchong,services,Post-Operative Recovery,"Short-term, typically 2–8 weeks"
genesis-life-care-centre-puchong,services,Senior Day Care,8am–5pm weekdays
multicare-nursing-home-johor,rooms,VIP single (RM/mo),"3,500"
multicare-nursing-home-johor,rooms,Single (RM/mo),"3,000"
multicare-nursing-home-johor,rooms,2-bed shared (RM/mo),"2,800"
multicare-nursing-home-johor,rooms,3-bed shared (RM/mo),"2,500"
multicare-nursing-home-johor,rooms,4-bed shared (RM/mo),"2,300"
multicare-nursing-home-johor,rooms,5-bed shared (RM/mo),"2,000"
multicare-nursing-home-johor,rooms,6-bed shared (RM/mo),"1,800"
multicare-nursing-home-johor,rooms,Pricing source,https://multicarehomes.com/packages.html — chain rates; final fee depends on care needs
multicare-nursing-home-johor,included,AC,Yes
multicare-nursing-home-johor,included,TV with Wifi,Yes
multicare-nursing-home-johor,included,Attached bathroom,Yes
multicare-nursing-home-johor,included,Meals delivered to room,Yes
multicare-nursing-home-johor,included,Personal caregiver,Included
multicare-nursing-home-johor,policies,Photo credits,Facility photos courtesy of multicarehomes.com
merry-care-centre-jln-antoi,rooms,Pricing source,"elderlycare.my — starting rate RM 2,500/mo for shared room incl. 5 meals; final fee depends on care needs"
merry-care-centre-jln-belinggai,rooms,Pricing source,"elderlycare.my — starting rate RM 2,500/mo for shared room incl. 5 meals; final fee depends on care needs"
merry-care-kepong-baru-3,rooms,Pricing source,"elderlycare.my — starting rate RM 2,500/mo for shared room incl. 5 meals; final fee depends on care needs"
merry-care-kepong-baru-4,rooms,Pricing source,"elderlycare.my — starting rate RM 2,500/mo for shared room incl. 5 meals; final fee depends on care needs"
merry-care-selayang-baru,rooms,Pricing source,"elderlycare.my — starting rate RM 2,500/mo for shared room incl. 5 meals; final fee depends on care needs"
merry-care-desa-jaya-kepong,rooms,Pricing source,"elderlycare.my — starting rate RM 2,500/mo for shared room incl. 5 meals; final fee depends on care needs"
austinloyal-care-centre,policies,Address,"1, Jalan Mutiara Emas 3/4, Taman Mount Austin, 81100 Johor Bahru"
austinloyal-care-centre,policies,Operator,AUSTINLOYAL SDN BHD (1142053-H)
austinloyal-care-centre,policies,Opened,March 2018 (soft launch)
